,Hand
2713,"['6♣', '8♠', '8♦', '3♠', 'K♣']"
2714,"['5♠', 'Q♥', '8♥', '9♠', '2♦']"
2715,"['4♠', '5♣', '3♦', '9♦', 'K♣']"
2716,"['7♠', '8♣', '7♣', 'Q♥', 'J♥']"
2717,"['Q♦', '6♠', '3♥', '2♣', 'J♥']"
2718,"['5♥', '6♦', '7♣', '10♣', 'J♦']"
2719,"['K♦', '6♦', '7♥', '5♦', '2♥']"
2720,"['6♠', 'A♣', '8♦', 'K♦', 'Q♥']"
2721,"['5♥', '8♦', 'Q♣', '10♦', '3♥']"
2722,"['5♣', 'J♦', '6♠', 'K♥', '4♥']"
2723,"['Q♠', 'A♥', 'J♦', '2♠', '2♦']"
2724,"['2♠', '8♠', '7♦', '5♥', 'Q♣']"
2725,"['K♦', '5♥', '9♠', '4♣', '10♣']"
2726,"['10♠', '10♦', '2♣', '4♣', '7♥']"
2727,"['8♥', '3♠', '7♣', '4♠', 'A♦']"
2728,"['9♣', '10♥', '4♣', '2♠', 'A♣']"
2729,"['7♥', '5♥', '3♦', 'J♠', '10♠']"
2730,"['Q♣', '10♦', '3♣', '8♦', '2♦']"
2731,"['Q♣', '9♥', '10♠', 'K♣', 'K♠']"
2732,"['7♥', '7♣', '8♠', '9♥', '4♥']"
2733,"['3♥', '9♣', '9♥', 'J♥', '10♥']"
2734,"['Q♠', 'K♦', '3♥', '2♥', 'K♣']"
2735,"['A♦', '3♦', '7♣', 'J♣', '5♣']"
2736,"['J♠', '7♥', 'Q♦', '9♥', '8♦']"
2737,"['K♣', '3♠', 'Q♠', '2♣', 'J♣']"
2738,"['7♣', 'K♥', '7♥', '9♣', '3♥']"
2739,"['4♥', 'A♥', '8♣', '5♥', 'J♠']"
2740,"['4♠', '7♣', '9♠', 'A♣', '4♥']"
2741,"['3♦', '4♣', '6♣', '4♦', '8♦']"
2742,"['7♠', '10♠', '5♥', '10♣', '6♠']"
2743,"['J♣', '2♠', '6♣', '10♥', '7♦']"
2744,"['3♠', '7♠', 'J♣', '10♠', '9♣']"
2745,"['4♦', '3♥', '7♦', '10♣', 'Q♥']"
2746,"['7♣', 'A♣', '9♠', 'K♦', '4♥']"
2747,"['4♥', '5♥', 'J♥', '8♣', '3♥']"
2748,"['Q♦', 'K♣', '6♦', '8♠', '3♥']"
2749,"['8♣', 'Q♣', 'K♣', '5♦', '4♣']"
2750,"['Q♣', '6♠', '3♦', '3♣', 'A♦']"
2751,"['6♣', '8♣', 'K♦', '4♥', '7♦']"
2752,"['7♣', '4♦', 'J♣', '2♦', 'Q♥']"
2753,"['5♠', '8♣', '10♠', '3♥', '5♥']"
2754,"['10♦', 'K♣', '9♥', '8♠', '6♠']"
2755,"['7♣', '7♠', '6♦', 'J♣', 'Q♠']"
2756,"['Q♦', '4♦', '10♦', 'A♦', 'J♥']"
2757,"['5♥', 'K♣', '10♠', '9♥', '9♣']"
2758,"['9♦', '7♥', '2♥', '7♦', '10♦']"
2759,"['J♦', '2♥', '9♣', '10♥', '2♣']"
2760,"['6♥', '10♦', '3♠', '6♣', '2♦']"
2761,"['5♣', '4♦', '9♠', '8♦', '8♣']"
2762,"['Q♠', 'K♣', 'A♦', '5♦', '2♠']"
2763,"['9♥', '8♠', 'J♠', '10♣', 'J♣']"
2764,"['K♣', '7♠', '5♠', 'J♥', '6♠']"
2765,"['10♠', 'K♥', '4♠', '10♥', 'K♣']"
2766,"['2♠', '6♠', 'Q♠', 'K♠', '10♣']"
2767,"['7♠', '7♣', '4♥', '3♦', '7♦']"
2768,"['6♠', 'K♣', 'Q♦', '4♦', '6♥']"
2769,"['10♣', 'Q♠', '4♥', 'K♥', '2♥']"
2770,"['Q♦', '10♥', '9♥', '7♥', '6♦']"
2771,"['3♣', '10♦', '5♠', '2♣', '2♠']"
2772,"['10♠', '8♥', '4♣', '6♥', 'K♣']"
2773,"['4♥', '8♥', '3♥', '5♥', '5♦']"
2774,"['8♥', '10♥', '6♦', '4♣', '6♣']"
2775,"['5♣', '10♥', 'A♥', 'K♥', '9♦']"
2776,"['3♣', '10♠', '7♦', '10♦', '7♥']"
2777,"['A♣', '6♥', '4♥', 'J♠', '8♣']"
2778,"['Q♠', 'A♣', '4♦', '5♠', 'J♠']"
2779,"['2♥', '9♥', '9♠', '8♥', '7♠']"
2780,"['8♥', 'K♥', '7♠', '5♦', '10♠']"
2781,"['Q♦', '8♦', '8♣', '7♣', '8♠']"
2782,"['K♥', '10♣', 'A♦', 'J♣', 'A♥']"
2783,"['2♠', 'J♥', '3♦', '7♣', '7♠']"
2784,"['2♦', '2♥', '9♣', 'K♦', '4♥']"
2785,"['J♣', 'A♦', '8♦', 'Q♥', '7♦']"
2786,"['Q♣', 'K♥', 'A♥', '3♣', '8♥']"
2787,"['K♣', 'J♦', 'Q♣', '2♠', '10♠']"
2788,"['7♦', '5♠', 'Q♠', '9♣', '3♣']"
2789,"['3♠', 'K♥', 'K♣', '10♣', '2♥']"
2790,"['6♠', 'Q♥', '10♣', '6♦', 'K♥']"
2791,"['3♠', '5♥', '9♠', 'K♣', 'Q♣']"
2792,"['10♥', 'K♠', '5♠', '8♣', '6♣']"
2793,"['K♠', '9♠', '4♠', 'A♥', '6♦']"
2794,"['2♣', '6♠', 'J♠', '10♣', '4♠']"
2795,"['9♥', 'Q♥', '5♣', '4♣', 'A♦']"
2796,"['10♣', 'J♠', 'A♦', '7♥', '9♥']"
2797,"['K♣', 'Q♦', '2♣', '2♠', '4♠']"
2798,"['K♠', 'J♠', 'J♣', '7♣', '6♦']"
2799,"['A♦', '3♣', '5♠', '10♥', '10♦']"
2800,"['8♥', 'A♦', '6♣', '5♣', '2♦']"
2801,"['8♥', '6♠', '2♠', 'K♥', '2♦']"
2802,"['5♠', '6♦', '8♣', '2♣', '5♦']"
2803,"['7♥', '3♠', '10♥', 'J♠', '3♣']"
2804,"['5♦', '9♦', '7♠', 'K♥', 'A♦']"
2805,"['3♣', '5♥', '3♠', 'Q♣', '7♦']"
2806,"['6♠', '8♦', '10♦', 'K♣', '5♥']"
2807,"['8♣', 'J♦', '5♣', 'K♦', 'Q♠']"
2808,"['3♠', '7♥', '9♣', '6♦', '6♣']"
2809,"['K♠', '3♥', 'A♦', 'K♥', '4♦']"
2810,"['K♥', 'A♣', '6♥', '5♦', 'Q♠']"
2811,"['J♣', 'Q♥', '3♠', '10♣', '10♠']"
2812,"['10♥', '2♣', '10♣', '2♠', '5♣']"
2813,"['4♠', '10♦', '6♠', '5♠', 'A♦']"
2814,"['2♠', '10♥', '8♣', '9♥', '10♦']"
2815,"['2♣', 'J♣', 'K♣', 'Q♣', '6♠']"
2816,"['7♦', '6♣', '2♥', '2♣', 'A♣']"
2817,"['A♥', '3♥', '10♦', '10♣', 'A♣']"
2818,"['J♣', '10♥', '2♠', '6♣', 'Q♠']"
2819,"['10♥', '9♥', '6♥', 'J♠', '5♠']"
2820,"['Q♥', 'J♥', '7♣', '3♥', 'K♥']"
2821,"['7♣', '10♦', '4♠', '5♥', '10♥']"
2822,"['3♠', '5♦', '3♦', '2♥', '3♣']"
2823,"['9♠', '6♣', '3♣', '4♦', '10♣']"
2824,"['4♣', '9♣', '4♥', '6♣', 'K♣']"
2825,"['10♥', '6♥', '5♥', '6♦', 'Q♥']"
2826,"['K♠', 'A♣', '4♠', '6♣', '4♦']"
2827,"['Q♣', '7♦', '10♦', '9♦', '5♥']"
2828,"['4♣', '10♠', '4♥', '7♠', 'J♦']"
2829,"['3♦', '7♠', '9♠', '10♠', '8♠']"
2830,"['Q♠', '8♥', 'K♥', '3♥', '7♦']"
2831,"['4♠', '2♣', '9♣', '7♣', 'J♥']"
2832,"['6♦', '8♦', '2♦', 'A♥', '10♥']"
2833,"['8♥', '5♣', '7♦', 'J♠', '4♣']"
2834,"['2♣', '9♥', '2♥', '6♠', 'J♥']"
2835,"['6♠', '5♦', 'J♠', '10♣', 'Q♠']"
2836,"['6♦', 'A♣', '7♥', 'Q♦', '8♦']"
2837,"['6♣', '5♦', 'A♣', '5♣', '4♥']"
2838,"['3♠', '5♣', '6♦', '10♠', '9♣']"
2839,"['2♦', 'K♥', '8♦', 'J♥', '3♣']"
2840,"['7♦', 'A♣', '3♦', '3♠', '4♠']"
2841,"['8♣', 'Q♦', 'Q♣', 'J♠', '2♣']"
2842,"['2♠', '3♣', '7♦', '10♠', '5♥']"
2843,"['A♥', '7♠', '8♥', 'J♠', '3♠']"
2844,"['5♣', 'K♠', 'A♦', '4♥', 'Q♦']"
2845,"['Q♠', '3♦', '6♣', '10♠', '2♦']"
2846,"['J♣', '5♥', '9♣', '8♦', '9♦']"
2847,"['2♥', '6♦', '9♠', '8♠', '7♥']"
2848,"['Q♦', '8♠', '9♣', '7♣', '8♣']"
2849,"['10♣', 'J♦', '6♦', '8♣', '4♣']"
2850,"['K♦', 'J♠', '2♦', '6♥', '3♠']"
2851,"['4♥', '2♦', '5♠', '8♦', '9♥']"
2852,"['10♣', 'Q♣', '6♣', '10♦', '4♠']"
2853,"['7♣', '4♣', 'K♣', '7♠', '4♥']"
2854,"['4♦', '8♠', 'J♣', 'K♣', '2♠']"
2855,"['K♣', '9♥', '3♥', '7♥', 'J♥']"
2856,"['6♦', 'Q♦', '5♠', '5♦', 'K♦']"
2857,"['K♣', '9♥', '5♣', 'A♦', '9♦']"
2858,"['6♦', '8♣', '2♦', 'Q♦', '7♦']"
2859,"['4♠', '8♥', '8♦', 'J♣', '6♥']"
2860,"['5♦', '7♥', '4♠', '9♥', '10♦']"
2861,"['Q♥', 'K♣', 'J♣', 'K♠', '10♦']"
2862,"['4♦', '5♠', 'Q♠', '8♥', '9♣']"
2863,"['Q♣', 'J♥', '8♥', '6♥', '10♥']"
2864,"['J♥', '7♠', 'Q♠', '7♦', 'Q♦']"
2865,"['7♠', '2♣', '6♠', '5♠', 'J♠']"
2866,"['4♦', '9♦', '7♦', '4♣', '5♠']"
2867,"['9♣', '10♣', '9♦', 'K♥', 'J♠']"
2868,"['5♥', '6♦', 'K♠', '5♠', '5♣']"
2869,"['4♥', 'Q♠', '7♦', '2♦', '7♠']"
2870,"['2♠', '2♥', '4♦', '9♦', 'Q♦']"
2871,"['4♠', '3♦', '8♠', 'J♠', '6♦']"
2872,"['5♦', '7♥', 'K♦', '8♦', '8♥']"
2873,"['Q♠', 'K♠', 'J♣', '6♠', '4♦']"
2874,"['3♦', '9♠', '4♥', 'Q♣', 'A♥']"
2875,"['9♣', '7♦', '10♦', 'K♣', '2♥']"
2876,"['7♣', 'J♦', 'K♥', '2♥', '9♠']"
2877,"['8♣', '4♥', 'K♥', 'A♥', '6♦']"
2878,"['10♠', '3♠', '2♣', '5♥', '10♥']"
2879,"['10♠', '8♠', 'Q♠', 'K♦', '4♥']"
2880,"['2♥', '10♥', '3♣', '4♣', '2♦']"
2881,"['J♠', '7♦', '9♣', '5♣', '3♠']"
2882,"['8♦', '7♦', 'Q♣', 'K♠', '10♥']"
2883,"['Q♦', '6♠', '2♦', 'K♣', '7♥']"
2884,"['J♠', 'K♠', '6♠', '8♠', '8♥']"
2885,"['2♦', '9♦', '5♦', '8♦', 'Q♥']"
2886,"['10♣', 'A♥', '7♣', 'K♥', '9♥']"
2887,"['J♥', 'J♠', '2♠', 'Q♣', '9♠']"
2888,"['3♦', '4♠', 'A♦', '6♠', 'K♥']"
2889,"['9♦', 'Q♠', 'Q♦', '3♠', '6♦']"
2890,"['8♣', '8♦', 'J♥', '7♣', '7♥']"
2891,"['K♦', '3♠', 'K♠', '10♥', '2♥']"
2892,"['8♦', '10♣', '5♠', 'J♣', 'K♣']"
2893,"['J♠', 'A♣', '4♣', 'K♠', '8♦']"
2894,"['9♣', '3♠', '2♦', 'A♣', '7♥']"
2895,"['10♣', '2♣', '8♠', 'J♦', 'K♥']"
2896,"['8♣', 'Q♥', '7♦', 'K♠', '6♦']"
2897,"['Q♦', 'J♠', '7♥', '8♥', '3♠']"
2898,"['4♣', 'Q♥', '3♠', 'K♣', 'Q♠']"
2899,"['K♠', '8♣', '6♠', '10♦', '3♥']"
2900,"['J♥', 'K♥', 'Q♥', '6♦', '8♥']"
2901,"['9♣', '8♥', '7♠', '3♦', '5♠']"
2902,"['K♥', '9♥', '10♦', '6♥', '4♦']"
2903,"['4♥', '3♣', '7♣', 'Q♦', '2♠']"
2904,"['J♥', 'Q♦', '10♣', 'J♣', '7♥']"
2905,"['5♠', 'Q♠', '9♥', '6♦', 'A♣']"
2906,"['J♠', '3♥', '10♣', '9♠', '2♣']"
2907,"['10♣', '6♦', 'K♥', 'J♣', 'K♠']"
2908,"['J♦', '3♠', '4♣', '7♦', '7♥']"
2909,"['3♦', '4♥', '3♣', 'Q♠', '3♠']"
2910,"['2♣', 'K♣', '3♣', '4♣', '7♣']"
2911,"['K♣', '8♦', 'K♠', '7♠', '5♥']"
2912,"['J♥', '10♥', '8♥', '4♥', '3♥']"
2913,"['7♣', '8♥', '3♦', '3♠', 'K♥']"
2914,"['4♦', '2♠', '5♥', '7♠', '3♥']"
2915,"['6♥', '9♦', '4♥', '3♦', '7♣']"
2916,"['5♦', '8♣', '8♥', 'Q♠', 'Q♣']"
2917,"['4♣', '7♥', 'K♦', '7♣', '2♦']"
2918,"['7♥', 'K♥', 'Q♥', 'A♥', '9♠']"
2919,"['8♣', '7♥', 'A♥', '2♣', '7♠']"
2920,"['8♦', '4♠', '9♣', '7♣', '9♠']"
2921,"['5♣', '9♣', '6♠', 'J♦', '4♣']"
2922,"['10♣', '5♦', 'J♦', '6♣', '3♠']"
2923,"['2♠', 'A♣', 'J♦', '8♣', '6♦']"
2924,"['A♣', '4♣', '2♥', '4♠', '9♣']"
2925,"['Q♦', '2♠', '2♥', 'A♣', '4♦']"
2926,"['Q♥', '3♦', 'K♦', 'J♣', '2♦']"
2927,"['9♠', '7♦', 'Q♣', '5♦', '8♠']"
2928,"['Q♦', '3♦', 'K♦', '7♥', '2♦']"
2929,"['K♠', 'K♥', '7♦', 'A♦', '2♠']"
2930,"['10♦', '5♦', 'Q♣', 'Q♠', '9♠']"
2931,"['K♠', '2♦', '4♣', 'Q♣', '2♣']"
2932,"['7♣', 'A♣', '6♥', '3♣', '5♥']"
2933,"['K♠', '3♥', '6♥', '4♥', '5♠']"
2934,"['9♦', '6♥', '2♥', '2♣', 'J♥']"
2935,"['J♦', 'J♣', '9♠', '2♠', '2♥']"
2936,"['8♣', 'Q♥', '9♥', '6♠', 'J♠']"
2937,"['7♠', '5♠', '2♣', '6♦', '2♥']"
2938,"['7♥', 'Q♠', '3♥', '9♣', '5♥']"
2939,"['6♠', 'Q♦', '10♦', '9♣', '8♥']"
2940,"['5♥', '3♣', '4♣', 'K♦', '4♠']"
2941,"['J♠', '3♦', '6♣', '2♥', '10♦']"
2942,"['9♦', 'J♥', '2♠', '3♣', '4♣']"
2943,"['2♦', '3♣', '5♣', '3♠', '10♦']"
2944,"['K♣', 'A♦', 'K♥', 'J♣', 'A♣']"
2945,"['J♦', '5♣', '8♥', '8♣', '4♠']"
2946,"['A♦', '6♠', '10♠', 'Q♣', '4♦']"
2947,"['6♥', 'J♣', '5♠', 'J♠', '10♠']"
2948,"['K♠', 'Q♠', '8♥', '5♥', '4♥']"
2949,"['7♣', 'A♦', '4♦', '3♦', 'Q♦']"
2950,"['8♣', '7♣', '5♣', '10♥', 'A♣']"
2951,"['K♠', '9♥', '7♥', '6♦', '6♣']"
2952,"['7♠', '3♥', '4♦', 'J♦', '6♦']"
2953,"['10♥', '8♦', '7♣', '4♥', '10♣']"
2954,"['10♥', '4♥', 'J♣', '2♦', '4♦']"
2955,"['3♥', '5♣', '3♦', '2♥', 'K♦']"
2956,"['Q♦', '3♠', '4♦', '8♥', 'A♦']"
2957,"['10♦', 'K♠', '9♣', '10♥', '7♣']"
2958,"['5♥', '6♠', '8♣', '7♠', '10♥']"
2959,"['6♦', 'J♦', 'A♣', 'A♥', '6♣']"
2960,"['Q♣', 'Q♠', '7♦', 'K♠', '7♣']"
2961,"['7♣', '4♦', 'A♦', '9♣', 'K♠']"
2962,"['K♦', '3♣', '10♥', '5♣', 'J♠']"
2963,"['5♣', '2♠', 'K♠', '9♣', 'K♦']"
2964,"['8♥', '10♥', '5♠', '7♥', 'A♣']"
2965,"['2♣', 'J♥', 'Q♥', '6♠', '7♦']"
2966,"['7♠', '5♦', '2♦', '6♠', 'Q♣']"
2967,"['7♦', 'Q♣', 'A♣', '10♣', '7♠']"
2968,"['6♦', '4♠', '5♥', '4♥', '5♠']"
2969,"['9♦', 'A♦', '2♥', '5♦', '9♣']"
2970,"['10♦', '6♦', '2♦', '5♦', '7♥']"
2971,"['8♦', '3♦', 'A♣', '7♠', '8♥']"
2972,"['K♣', '6♣', '7♥', '3♠', '8♠']"
2973,"['K♥', '4♥', 'J♦', 'K♠', 'J♣']"
2974,"['7♦', '7♠', '9♣', 'K♣', 'Q♥']"
2975,"['2♥', '5♥', '6♣', 'Q♥', '10♦']"
2976,"['7♠', '5♦', '3♠', 'Q♦', '4♦']"
2977,"['5♥', '10♠', 'Q♠', 'K♥', '3♦']"
2978,"['K♠', '2♦', 'A♦', 'A♥', 'K♦']"
2979,"['J♥', '2♠', 'A♦', 'J♠', '4♦']"
2980,"['4♣', '6♣', 'K♠', 'K♣', 'A♣']"
2981,"['J♦', '5♦', '8♦', 'J♥', 'Q♥']"
2982,"['J♣', '3♣', 'K♥', '2♣', '7♣']"
2983,"['9♦', '10♦', '2♠', 'Q♣', 'J♣']"
2984,"['6♣', '7♣', 'K♦', '5♠', 'J♠']"
2985,"['K♠', '9♣', '3♣', '3♥', 'A♥']"
2986,"['5♠', '7♣', 'J♦', 'J♠', '2♥']"
2987,"['4♣', '6♥', '10♥', 'K♣', 'A♥']"
2988,"['A♣', '7♦', '8♠', 'K♥', '4♥']"
2989,"['4♣', '8♦', '3♠', '9♥', '10♥']"
2990,"['6♥', '4♥', 'J♠', '2♣', '8♠']"
2991,"['5♦', 'A♥', '5♠', '4♣', 'K♠']"
2992,"['4♦', '4♥', '8♦', '9♦', '7♠']"
2993,"['6♦', 'Q♠', 'K♣', '3♦', 'A♥']"
2994,"['9♣', 'A♣', 'Q♥', '6♠', 'K♦']"
2995,"['Q♥', 'Q♣', 'K♥', '10♥', '10♣']"
2996,"['9♦', 'J♣', '6♣', 'Q♥', 'J♠']"
2997,"['7♥', 'K♠', '4♠', '2♠', '9♥']"
2998,"['7♣', '2♦', '2♣', 'J♦', 'K♣']"
2999,"['8♣', 'Q♠', '2♠', 'K♥', 'J♠']"
3000,"['4♦', '10♠', '9♣', '6♠', '4♠']"
3001,"['4♥', 'A♦', '2♣', 'K♠', 'J♥']"
3002,"['A♣', 'K♣', '6♦', 'Q♠', '5♦']"
3003,"['7♣', '8♥', 'K♥', '9♥', '10♥']"
3004,"['K♠', '5♥', 'Q♣', '9♦', '4♠']"
3005,"['2♦', '4♥', '8♣', 'K♣', '10♥']"
3006,"['Q♥', 'Q♠', '7♦', '9♣', '2♥']"
3007,"['5♦', '7♠', 'K♠', '6♦', 'Q♦']"
3008,"['Q♥', '6♦', '5♠', 'K♠', '7♣']"
3009,"['8♣', '4♦', '7♥', '5♥', 'Q♥']"
3010,"['8♣', 'Q♠', '8♠', '4♠', 'J♦']"
3011,"['9♣', '9♠', 'Q♦', '2♣', 'J♦']"
3012,"['9♦', '9♥', '8♣', '10♣', '6♦']"
3013,"['Q♠', '3♠', 'K♥', '4♥', '7♠']"
3014,"['8♠', 'A♣', '4♥', '5♦', '3♦']"
3015,"['10♣', '3♠', 'J♣', 'J♠', '4♥']"
3016,"['J♠', '10♥', '5♥', '9♠', 'A♥']"
3017,"['Q♦', '4♠', '9♣', '6♣', 'A♦']"
3018,"['3♥', '7♣', 'J♠', '5♥', 'J♦']"
3019,"['9♥', 'K♠', '9♣', 'J♦', '4♣']"
3020,"['9♦', '5♥', '2♥', '4♣', 'A♥']"
3021,"['10♣', '9♥', '7♥', '2♣', 'A♣']"
3022,"['9♦', '8♠', 'J♦', 'J♣', '4♠']"
3023,"['7♣', '2♠', '9♥', 'J♠', '3♥']"
3024,"['6♣', '5♠', '10♣', 'A♣', '9♥']"
3025,"['J♦', 'Q♥', 'Q♦', '9♣', 'A♦']"
3026,"['9♥', '10♣', '6♠', '9♦', '6♥']"
3027,"['6♦', '8♦', '5♥', '8♥', '4♥']"
3028,"['9♦', '4♠', 'Q♠', '4♣', 'J♠']"
3029,"['5♦', '2♣', '6♥', '5♣', '9♣']"
3030,"['Q♦', '3♠', 'A♦', 'A♣', 'J♦']"
3031,"['6♣', '2♦', 'A♥', '7♥', '5♦']"
3032,"['3♥', 'J♥', '8♣', '7♣', '10♦']"
3033,"['J♦', 'J♣', '3♣', '2♣', '8♦']"
3034,"['5♠', '4♥', 'Q♦', '3♦', '6♠']"
3035,"['9♦', '3♦', '5♦', '2♣', '4♦']"
3036,"['5♣', '9♠', '2♠', 'K♦', '2♥']"
3037,"['4♦', '8♥', '2♦', '7♠', 'A♣']"
3038,"['7♦', '4♥', '5♥', '2♥', '10♦']"
3039,"['8♠', '8♥', 'K♣', '5♥', 'J♠']"
3040,"['J♠', '5♦', '4♦', '3♥', 'K♠']"
3041,"['Q♥', 'Q♠', '9♦', 'A♣', '7♦']"
3042,"['A♣', 'K♠', '10♠', '6♦', 'K♣']"
3043,"['6♣', 'K♥', '3♠', 'J♦', '5♦']"
3044,"['10♥', 'A♦', 'Q♥', '9♠', 'A♣']"
3045,"['10♣', '3♠', '5♥', 'Q♣', 'Q♦']"
3046,"['10♣', 'K♦', 'Q♣', '3♣', '4♥']"
3047,"['9♠', '4♥', '9♥', '6♦', '10♥']"
3048,"['4♦', '4♠', '2♦', 'J♥', '10♦']"
3049,"['4♣', '10♥', 'J♥', '4♦', 'J♦']"
3050,"['Q♠', '5♣', '10♠', 'J♥', 'K♥']"
3051,"['5♣', 'K♣', '6♦', 'J♥', '10♥']"
3052,"['3♥', '2♣', 'A♣', '4♠', '10♣']"
3053,"['J♥', 'A♣', '3♦', 'J♣', 'K♥']"
3054,"['5♦', '3♣', '6♥', 'K♦', '5♣']"
3055,"['7♥', '6♠', '4♦', '5♠', '4♣']"
3056,"['5♥', '7♥', '6♦', '2♦', '7♣']"
3057,"['J♦', '4♠', '9♥', 'J♥', '9♦']"
3058,"['9♣', '6♣', '7♥', '7♠', 'Q♠']"
3059,"['3♥', '8♦', '5♣', '2♥', '9♣']"
3060,"['10♣', 'J♣', '8♠', '8♥', '5♣']"
3061,"['7♥', '2♠', '3♠', '9♣', 'K♠']"
3062,"['3♣', '2♦', '6♦', '5♠', '8♠']"
3063,"['3♠', '7♣', '3♦', '8♦', '10♣']"
3064,"['A♦', 'Q♠', '2♠', 'K♣', 'Q♦']"
3065,"['2♠', '7♥', '9♦', '10♥', '4♦']"
3066,"['K♥', '3♦', '5♥', '2♠', 'Q♠']"
3067,"['8♣', '3♥', 'A♥', 'A♣', '6♥']"
3068,"['J♥', 'A♣', '3♠', '4♠', '5♠']"
3069,"['Q♦', '6♦', '7♦', '9♦', '5♥']"
3070,"['2♦', 'A♦', '6♦', 'Q♥', '5♥']"
3071,"['2♣', '3♦', 'Q♦', 'A♥', '4♣']"
3072,"['6♦', '3♥', '5♦', 'J♥', '2♣']"
3073,"['10♣', '4♣', '4♠', '3♠', '7♠']"
3074,"['8♣', '3♦', 'J♦', '10♥', 'J♠']"
3075,"['4♥', '7♦', 'Q♣', '5♥', '7♠']"
3076,"['8♦', 'J♦', '9♠', '4♣', '8♠']"
3077,"['Q♠', '5♦', '3♣', '8♣', 'A♣']"
3078,"['10♠', '5♥', '7♦', '6♣', '10♣']"
3079,"['Q♦', 'Q♣', 'J♥', '8♣', '2♥']"
3080,"['4♥', 'Q♣', 'A♦', '6♦', '8♣']"
3081,"['2♥', '3♥', '4♦', '6♠', '7♥']"
3082,"['2♦', '3♠', '8♦', '3♥', 'J♠']"
3083,"['Q♣', '5♥', '9♦', '2♦', 'J♠']"
3084,"['3♠', '10♣', 'K♠', '7♥', 'A♥']"
3085,"['3♦', 'K♣', '4♣', '3♥', '7♣']"
3086,"['A♦', 'J♥', 'Q♦', '6♣', 'J♣']"
3087,"['2♣', '7♥', '10♠', '9♦', '7♠']"
3088,"['6♦', '9♠', '7♣', '2♥', '4♦']"
3089,"['10♥', '6♥', '8♣', 'A♦', 'Q♣']"
3090,"['3♦', '9♦', '3♥', '4♣', '2♥']"
3091,"['3♠', 'K♣', 'Q♣', '4♣', '3♦']"
3092,"['J♦', '8♦', '3♠', '6♦', '4♣']"
3093,"['6♠', 'Q♣', '2♦', '6♣', 'K♠']"
3094,"['10♦', '3♦', '4♠', 'Q♥', 'J♣']"
3095,"['J♦', 'A♦', '5♥', '4♦', '5♦']"
3096,"['J♣', '4♥', '4♠', '9♦', '2♠']"
3097,"['7♦', '8♣', '2♣', 'J♠', 'K♣']"
3098,"['J♣', 'K♥', 'Q♣', '5♦', '4♦']"
3099,"['6♥', '5♥', '6♠', '2♦', 'J♥']"
3100,"['5♣', '2♥', '2♣', '6♠', 'K♦']"
3101,"['7♠', '8♦', '6♥', '2♣', '6♣']"
3102,"['9♥', 'J♣', '5♥', '5♠', '4♣']"
3103,"['3♠', '8♣', '6♦', '5♠', '2♥']"
3104,"['9♥', '10♠', '2♦', 'A♦', '6♣']"
3105,"['Q♠', '10♥', '3♣', '5♠', '2♦']"
3106,"['9♠', 'Q♥', '5♠', '4♣', '5♦']"
3107,"['8♣', '3♣', '10♦', '6♥', '9♠']"
3108,"['6♥', '8♠', 'A♥', 'K♥', '8♦']"
3109,"['8♠', '3♦', '6♦', '10♦', '5♦']"
3110,"['8♥', 'Q♣', 'J♠', '5♦', '6♥']"
3111,"['5♥', 'Q♣', '6♣', '2♠', '3♥']"
3112,"['7♣', '6♣', 'J♥', '6♠', '3♣']"
3113,"['6♦', '10♣', '7♦', '3♠', '3♦']"
3114,"['A♦', '6♥', '7♥', '9♦', 'Q♣']"
3115,"['3♦', 'J♣', '10♣', 'A♦', 'J♥']"
3116,"['3♦', '8♥', 'Q♠', '7♣', '10♠']"
3117,"['3♣', '9♣', '10♣', '8♦', 'K♥']"
3118,"['K♠', 'J♣', '2♥', 'Q♠', '6♥']"
3119,"['6♣', 'K♣', '8♦', 'A♦', 'J♣']"
3120,"['5♠', '8♦', '7♦', '7♣', '10♦']"
3121,"['3♦', 'J♠', '7♣', '10♥', '5♣']"
3122,"['A♦', '7♠', '3♦', '7♥', '6♣']"
3123,"['8♣', '4♠', '5♠', 'K♠', '7♥']"
3124,"['10♠', '8♥', '8♦', 'J♠', 'Q♦']"
3125,"['J♦', '5♥', 'A♥', '10♦', '7♦']"
3126,"['2♠', 'K♣', '5♠', 'K♦', '3♥']"
3127,"['K♠', 'Q♦', 'A♦', 'K♥', '2♦']"
3128,"['10♦', '7♣', '7♥', '7♦', '3♠']"
3129,"['2♣', '10♦', 'Q♦', '9♥', '5♠']"
3130,"['5♦', '3♠', 'Q♣', 'A♣', '6♦']"
3131,"['K♥', '8♠', '9♣', '10♥', '2♦']"
3132,"['7♥', 'A♥', '6♣', 'Q♥', '7♣']"
3133,"['5♦', 'J♠', '3♥', '8♥', 'A♥']"
3134,"['Q♣', '9♠', 'J♥', 'A♣', 'Q♦']"
3135,"['8♦', '2♣', '3♣', '8♠', '5♣']"
3136,"['J♥', '10♥', '6♥', 'K♣', '8♣']"
3137,"['K♠', '8♣', 'A♥', 'A♦', '9♣']"
3138,"['A♣', 'Q♦', '10♠', '6♣', '3♠']"
3139,"['Q♣', '3♥', '5♠', '9♠', '6♣']"
3140,"['A♣', '5♦', '5♥', '2♦', '9♠']"
3141,"['K♦', 'Q♠', '7♠', 'J♦', '7♣']"
